ActualFlightTime,ActualTotalFuel,FLownPassengers,BagsCount,FlightBagsWeight
64,2900,181,23,300
87,3830,173,56,730
85,3400,166,50,650
137,5450,180,38,490
164,7324,177,29,380
36,1690,171,7,90
132,5690,181,21,270
64,2880,180,31,400
151,6401,168,72,936
144,6263,180,38,490
203,8940,174,74,962
142,6689,180,88,1140
84,3980,177,21,270
84,3600,161,6,80
97,4500,175,26,340
222,9737,178,73,950
139,6086,177,34,440
142,6350,185,64,830
62,2734,162,29,380
83,3601,178,60,780
75,3655,181,49,640
58,2710,164,22,290
238,10050,176,71,920
145,6104,177,34,450
126,5810,177,77,1000
144,5860,183,59,760
133,5140,173,70,910
122,4930,173,45,590
70,3090,175,38,490
138,6050,176,42,550
142,6358,166,45,590
121,5100,180,49,640
127,5300,173,60,780
149,6521,185,75,980
101,4567,189,38,490
125,5190,171,23,300
58,2600,180,31,400
74,3370,177,31,400
226,9577,181,63,820
71,3730,181,46,600
108,5410,174,85,1105
185,8244,181,88,1140
156,6762,168,101,1310
156,6744,163,65,850
125,6050,181,100,770
71,2890,133,33,430
88,3590,179,13,170
112,4730,171,32,420
63,3030,179,13,170
65,2753,132,38,490
50,2348,181,7,90
117,4970,161,27,350
125,5328,178,47,610
89,3790,160,12,160
82,3339,162,16,210
67,3400,169,15,200
164,7130,183,9,120
130,5510,175,36,470
85,3950,180,39,510
135,5900,171,68,880
52,2340,178,11,140
130,5110,167,40,520
71,3400,172,10,130
139,5670,181,56,730
90,3900,175,12,160
92,3870,182,42,550
137,5640,180,34,440
128,5610,184,16,210
70,2980,181,35,460
98,4717,170,34,440
45,2050,180,14,182
40,2268,167,9,120
53,2510,176,12,160
70,3110,174,21,270
39,1970,149,5,70
87,3730,152,62,810
131,5700,180,29,380
111,4760,182,54,700
126,5220,162,20,260
140,6020,162,78,1020
76,3360,175,30,390
104,4544,175,42,550
45,2250,150,18,234
55,2327,167,21,270
46,2260,156,21,270
52,2310,182,12,160
56,2730,156,10,130
57,2500,185,31,403
55,2530,174,50,650
124,5379,183,42,550
54,2516,178,78,1014
95,4530,166,26,340
106,4330,158,37,480
113,4799,164,38,490
50,2350,170,10,130
47,2323,180,45,585
100,4548,173,38,490
47,2150,157,25,330
28,1410,177,31,490
45,2050,177,27,350
118,5140,185,44,570
39,2060,182,63,819
147,6100,173,71,920
60,2600,184,51,680
106,4650,174,38,490
118,5324,171,10,130
102,4500,167,52,260
87,3887,184,30,390
47,2380,173,12,160
178,7279,171,38,490
95,3990,171,18,230
124,5040,164,77,1000
149,6500,180,38,490
32,1628,144,6,80
97,3960,112,35,460
101,4180,161,58,750
125,5670,183,43,570
138,6400,175,38,490
135,5820,179,32,420
67,3520,184,71,300
82,3720,173,59,767
163,7070,183,90,1180
137,5400,175,25,330
146,6390,185,37,470
158,6779,175,51,660
129,5737,179,51,670
93,4160,171,51,660
154,6757,184,56,730
174,7131,179,50,650
174,7257,175,33,430
142,6222,179,47,610
138,5950,186,40,520
147,6108,180,62,810
57,2580,176,11,140
59,2610,184,12,160
213,9500,174,38,490
116,5610,169,83,1080
103,4110,165,43,560
222,10250,183,55,855
227,10072,183,87,1130
137,5450,176,26,240
130,5650,174,27,350
152,6610,181,52,670
114,5070,169,23,300
141,6380,181,77,1000
130,5407,158,67,870
112,4970,165,16,210
155,6500,182,30,390
111,5100,167,32,420
82,3600,107,36,470
82,3480,154,31,400
170,7570,175,123,1600
111,4960,179,94,1222
116,5450,175,12,160
117,5430,179,35,460
112,4571,183,38,490
223,9696,184,38,490
209,9220,186,149,1940
138,6091,186,23,300
145,6180,170,22,290
188,7760,180,36,470
114,4798,179,29,380
152,6725,178,21,306
105,4363,174,17,220
116,5180,181,32,420
128,5877,180,38,490
125,5615,178,26,340
64,2710,170,26,340
245,9830,164,79,1030
52,2594,159,34,440
58,2643,179,37,490
68,3175,157,38,490
164,6920,178,68,880
163,7080,185,55,710
69,2970,133,44,570
140,5984,186,77,1000
77,3601,187,65,300
41,2500,180,28,360
174,7730,175,89,810
96,4010,183,25,330
63,2570,156,24,300
122,5193,173,42,540
35,1620,174,29,380
103,4420,184,6,80
75,3220,165,11,140
69,3000,180,13,170
70,3370,180,9,120
57,2580,180,13,170
72,3370,172,18,230
255,10810,173,116,1510
73,3320,185,23,300
72,2990,167,40,200
144,6299,176,49,630
160,7034,168,48,620
81,3490,177,25,330
68,3080,185,16,210
69,3090,179,14,180
77,3320,175,15,200
48,2420,171,10,130
88,3820,180,22,280
57,2560,167,21,270
70,3120,170,34,440
56,2850,180,26,340
67,3043,167,51,210
82,3610,171,59,770
48,2710,163,20,260
34,1550,143,5,70
105,4400,183,30,390
56,2889,177,16,210
83,3580,169,35,460
128,5420,171,57,740
151,6639,175,59,770
72,3228,149,32,420
106,4481,174,83,1080
53,2600,184,24,320
180,7755,180,40,520
52,2400,173,38,490
53,2520,181,15,200
81,3660,177,13,170
99,4510,167,14,180
67,3140,165,38,490
167,6960,188,138,1799
154,6440,187,126,1640
184,7950,162,52,680
90,4250,175,45,590
92,3920,136,26,340
115,4820,177,15,200
114,4900,182,19,250
140,6160,176,38,490
122,5159,169,66,860
120,5370,184,100,1310
132,5480,161,30,390
76,3340,172,21,270
93,4450,175,15,200
74,3530,172,65,850
133,6218,178,83,1080
142,6594,176,81,1060
142,5743,176,63,820
218,9175,162,38,490
134,5873,181,52,680
76,3480,182,25,330
108,4962,179,28,360
31,1510,174,33,430
126,5640,186,29,380
44,1920,169,16,210
93,3930,177,18,230
88,3760,182,38,490
185,8130,186,38,490
136,6054,172,32,420
77,3240,171,18,230
83,3560,180,33,430
74,3390,128,15,200
106,4620,157,47,620
153,6810,185,106,1380
153,7002,177,111,1443
160,7030,177,64,830
75,3050,113,8,100
250,10960,182,134,1742
228,9927,178,82,490
121,5140,183,38,490
123,5029,147,29,380
87,3640,174,11,140
220,9700,170,31,400
140,6158,184,37,480
107,4753,179,29,370
117,4789,153,38,490
121,5530,166,68,490
88,4105,182,47,610
166,6960,183,72,930
94,4043,168,50,650
88,3950,166,54,360
93,4227,154,19,250
119,5330,187,88,1140
72,3009,187,5,70
58,2450,167,31,400
151,6689,183,70,910
146,6360,182,41,530
55,2320,133,34,440
150,6720,185,27,350
130,5700,178,31,410
104,4320,178,25,330
70,3099,182,28,370
101,3990,177,53,690
176,7390,159,58,750
78,3300,138,19,240
113,4510,149,30,390
124,5070,161,35,460
94,3910,175,16,210
96,4099,174,27,350
48,2010,108,14,190
50,2395,175,14,180
70,2970,175,18,230
65,2990,185,33,430
74,3120,168,2,20
178,7913,177,76,990
179,7846,168,58,440
63,2640,167,24,310
192,7750,182,76,990
102,4490,182,38,490
148,6068,185,45,590
121,5440,185,21,270
74,3125,174,17,220
44,2081,172,21,270
87,3790,185,30,390
101,4300,170,40,520
82,4180,181,35,460
96,4100,159,27,350
121,5210,183,45,590
94,4400,167,27,350
128,5650,174,42,550
111,4957,182,65,850
110,4590,169,45,590
125,5433,181,84,1100
113,4810,156,43,560
144,6460,182,50,650
148,6460,178,66,860
88,4000,184,60,790
158,6800,166,23,300
177,7528,179,47,610
128,5510,180,80,1040
131,5620,184,118,1534
123,5740,175,33,430
83,3587,178,39,507
61,2620,171,16,210
139,5860,176,64,830
101,4650,178,38,490
107,4750,179,41,530
73,3110,169,50,650
87,3720,172,38,490
54,2530,175,38,490
49,2190,164,13,170
51,2280,173,17,230
77,3200,173,49,130
136,6281,184,87,1131
60,2670,174,16,358
69,2870,171,44,200
80,3340,181,55,100
64,2990,166,38,490
27,1465,151,16,208
47,2070,180,73,949
97,4600,171,39,510
176,7469,177,70,910
45,2150,173,24,340
38,1930,175,39,507
51,2381,165,38,490
130,5620,178,40,520
107,4780,175,22,290
95,4290,172,27,350
40,1940,177,65,845
44,2187,178,44,570
56,2853,169,18,230
98,4300,162,46,600
85,3665,167,24,310
109,4930,186,41,530
81,3660,179,29,380
189,8200,176,36,470
140,5840,176,19,240
147,6390,16,53,690
103,4030,187,25,330
32,1830,155,23,300
141,6108,180,74,960
69,2820,169,38,490
110,5089,157,38,490
93,3660,163,58,760
78,3470,183,63,819
104,4650,174,38,490
118,5290,188,66,860
154,6900,182,59,770
31,1510,148,4,50
36,1787,152,5,70
143,6276,175,62,810
166,7730,163,51,660
153,6720,184,48,624
147,6514,181,71,930
155,6760,187,52,680
149,5940,175,28,360
133,5880,187,34,440
154,6280,183,22,290
36,1538,167,3,40
143,5841,184,24,310
153,6410,176,63,820
132,5430,183,31,400
145,6320,178,73,950
124,5390,178,12,160
130,5470,154,25,330
120,5000,172,49,630
118,5450,170,19,230
103,4417,178,38,490
164,7102,181,57,750
165,7020,179,50,650
152,6282,181,102,1330
100,4090,170,37,480
115,4970,185,27,350
135,5846,157,41,530
100,4036,175,38,490
83,3560,181,56,350
62,2800,170,21,270
168,7190,173,41,530
185,7462,174,23,300
141,6081,168,38,490
99,4308,180,8,112
127,5695,169,27,350
150,6800,181,40,520
73,3360,181,13,149
78,3440,165,25,330
169,7490,184,38,490
173,7260,184,56,728
103,4510,172,16,197
83,3870,115,18,234
121,5143,184,63,820
113,4910,182,52,670
58,2630,175,71,910
59,2600,185,12,160
71,3350,170,44,580
86,3720,158,38,490
58,2757,175,66,860
83,4000,175,67,870
226,9801,171,91,1180
113,5088,174,22,290
138,6009,186,92,1200
240,10893,181,75,980
174,6995,184,55,720
100,4517,178,24,310
90,3950,184,38,490
67,3000,143,22,290
85,3680,181,44,570
109,4810,177,44,570
49,2250,179,7,90
148,6490,182,72,940
94,4204,180,16,210
66,3060,174,16,210
152,6030,174,84,1090
154,6300,177,59,770
255,10850,186,38,490
73,3130,166,53,340
74,3200,165,16,210
70,3160,173,45,590
117,4940,179,60,780
84,4300,176,21,270
105,4440,167,16,210
73,2980,177,18,240
68,3100,182,17,230
115,5240,177,31,400
46,2000,181,7,90
90,3895,186,107,1400
55,2800,175,22,280
85,3533,171,29,380
50,2000,173,11,140
43,1940,172,18,230
73,3120,175,17,220
60,2580,183,11,490
269,11138,178,105,1370
76,3450,177,2,30
54,2340,167,47,610
128,5410,179,11,140
149,6640,178,41,530
105,4680,175,59,760
102,4380,183,47,610
90,4030,179,26,340
49,2258,173,38,490
133,6010,184,68,300
48,2160,180,15,200
102,4410,166,79,1030
175,7520,184,102,1330
192,8875,177,90,1170
139,5540,182,56,780
129,5600,174,81,1050
116,5301,168,12,160
134,5700,181,27,350
85,3690,159,38,490
82,3560,184,8,100
326,13820,189,54,700
128,5786,156,87,1130
72,3306,174,16,210
142,6020,187,83,1090
245,10560,181,81,1039
78,3640,173,23,300
82,3910,183,27,350
77,3110,187,18,230
79,3330,177,33,430
134,5922,175,47,610
88,3700,179,21,270
210,9450,176,38,490
108,4599,178,16,210
78,3456,148,23,300
125,5180,178,96,1250
262,11818,178,123,1599
259,11074,175,104,1360
176,7809,181,75,980
93,3870,180,63,820
88,3760,177,32,420
75,3540,183,13,170
116,4800,177,32,420
106,4743,174,35,460
224,9080,153,88,1140
50,2350,166,20,260
120,5515,170,96,1248
144,6320,182,40,520
34,1655,170,13,170
29,1350,177,28,360
135,5991,179,16,210
162,7190,181,89,1160
96,4190,182,32,420
205,8902,179,43,560
107,4830,182,11,140
63,2708,180,13,170
63,2893,177,24,310
51,2626,179,20,260
71,3063,173,38,490
204,8980,174,78,1010
69,3084,162,38,490
136,5968,176,52,670
155,7356,180,119,1549
27,1340,171,23,300
23,1340,168,23,300
154,6660,166,45,580
64,3070,175,38,490
83,3900,185,42,550
71,3400,180,52,680
122,5370,181,94,1220
102,4170,171,84,1090
77,3480,178,48,170
78,3210,170,38,490
124,5390,176,38,490
36,1960,176,7,90
57,2750,133,38,490
151,6390,180,22,290
256,11070,177,79,1030
260,11390,181,110,930
130,5280,169,71,920
93,4310,173,26,340
128,5710,186,25,330
107,4580,159,35,450
72,3500,158,31,400
104,4150,177,50,650
65,2720,174,56,730
120,5190,161,30,390
82,3330,144,39,510
75,3268,177,20,260
71,3190,170,23,300
66,3057,178,38,490
63,2760,164,26,340
64,2990,168,9,120
74,3320,162,31,400
59,2520,121,21,270
93,3900,172,27,350
104,4560,172,29,380
111,5130,170,38,490
115,4980,168,25,330
136,5910,173,51,660
218,8481,185,82,1070
118,4530,154,17,220
82,3250,141,29,401
145,6244,182,64,830
125,5587,173,54,700
81,3350,177,42,550
129,5749,170,52,680
143,6100,181,79,1030
101,4160,177,27,310
85,3900,184,43,560
109,4450,180,66,860
102,4000,177,32,420
97,4757,185,22,290
134,5860,180,54,700
131,5660,175,53,690
110,4603,180,25,330
82,3520,176,27,350
69,3206,170,29,380
110,4897,166,63,820
148,6698,180,38,490
184,7677,186,46,600
96,4445,182,48,620
49,2309,167,20,260
67,3200,179,31,400
153,6340,179,83,1080
178,6503,173,38,490
40,1650,173,38,490
66,3030,178,42,540
40,1830,161,4,50
102,4300,164,46,600
136,5450,168,141,1830
59,2975,175,44,572
110,4940,160,34,440
156,6710,182,88,1150
114,5050,173,81,1050
45,2380,171,43,559
77,3350,170,45,160
63,2720,181,6,80
56,2340,147,32,416
129,5373,159,45,590
111,4630,156,38,490
47,2360,161,15,200
90,3460,129,25,490
44,1920,159,34,440
39,1632,74,5,70
35,1880,182,6,80
36,1750,170,36,468
90,3640,164,83,490
167,6716,150,40,490
65,2850,164,38,490
80,3450,155,36,430
39,1810,171,15,195
47,1990,177,48,620
157,7230,181,110,1430
61,2740,178,19,250
67,2940,157,27,340
100,3950,172,41,530
196,8652,186,124,1710
152,6830,183,101,1313
31,1610,172,83,1080
38,1800,150,4,50
83,3770,178,10,130
152,6250,175,48,620
56,2260,138,38,490
194,7800,186,92,1200
123,5550,179,110,1430
109,4550,158,63,820
44,2100,163,29,380
45,2260,163,25,330
82,4100,168,22,290
132,5565,182,36,470
94,3480,118,41,530
35,1600,151,13,169
138,5770,161,31,400
142,6250,154,45,590
199,8730,175,97,1270
145,6070,179,71,920
162,7120,186,64,830
150,6557,182,77,1000
125,5320,143,41,540
92,3770,136,26,340
96,4222,178,42,550
126,5360,153,45,585
122,5413,183,109,1420
66,2880,159,17,221
135,5746,171,38,490
137,5800,172,50,650
147,6300,181,61,800
89,4290,172,70,910
132,5590,171,77,1000
132,5777,179,62,810
117,5211,151,46,600
128,5319,144,55,720
114,5210,178,24,310
134,6030,184,81,1040
116,4920,175,47,490
120,5250,180,65,850
133,5260,179,78,1010
112,5160,178,23,300
113,4880,177,79,1030
132,5240,165,29,380
192,8045,138,76,990
236,10494,174,92,1200
183,7532,177,122,1590
79,3180,145,41,530
77,3070,156,34,440
142,6170,172,23,300
61,2848,177,48,620
133,5530,155,38,34
102,4370,176,24,314
111,4857,171,35,460
130,5890,184,106,1381
38,1760,135,1,10
70,3260,180,29,390
245,10508,181,103,1340
241,10550,177,38,490
144,6390,172,52,680
112,4880,185,67,870
126,5520,179,55,720
102,4300,117,25,310
68,3030,173,87,660
93,3770,145,38,490
169,7310,182,76,990
192,8660,181,38,490
229,9950,175,82,1070
242,11287,185,98,1269
211,9274,177,123,1600
168,7365,181,82,1070
108,4840,182,21,270
148,6657,181,76,990
197,8571,189,134,490
144,6280,180,60,780
138,5927,180,34,440
99,4340,179,96,1250
91,3923,186,93,1210
133,5690,183,19,250
94,4000,170,30,390
77,3210,156,5,70
130,5220,184,53,690
119,5210,183,32,420
173,7628,168,38,490
124,5474,178,86,1120
139,6220,178,74,970
144,6247,183,42,550
76,3270,184,9,120
74,3300,177,25,330
160,7300,177,90,1169
75,3160,160,27,350
83,3750,179,13,170
96,4063,178,27,360
136,5855,173,38,490
159,6980,179,35,460
69,2660,174,38,490
76,3150,175,35,490
85,3500,164,33,430
48,2445,159,18,230
48,2110,170,9,120
50,2260,176,39,510
121,5510,178,43,560
169,7265,174,57,740
72,3370,182,27,350
74,3180,145,21,270
150,6490,186,25,330
135,5930,185,72,940
205,9351,188,116,1509
135,5860,184,113,1470
100,4220,181,81,1053
117,4920,189,20,260
80,3420,168,33,430
330,13700,186,38,490
243,10130,184,97,1270
144,6520,184,79,1030
55,2520,137,12,150
179,7690,181,68,880
64,3270,176,17,220
166,6635,115,32,410
95,4160,181,48,620
34,1610,182,13,170
74,3320,185,18,230
171,7469,169,41,530
65,3165,176,66,860
90,3640,160,90,1170
126,5700,182,121,1570
138,6215,183,161,1570
64,3150,187,25,330
70,3700,181,30,390
121,4980,182,108,1400
107,4496,173,18,230
99,4520,178,44,580
141,5880,184,43,560
155,6600,183,128,1660
96,3830,148,22,290
223,9350,171,88,1140
153,6660,183,60,780
143,6540,183,66,860
94,4060,173,39,538
158,7127,186,38,490
144,6780,183,131,1703
167,7260,176,85,1100
238,10249,174,93,1210
128,5864,177,108,1404
123,5755,163,40,520
39,1700,169,2,30
22,1260,175,24,310
131,5790,174,66,860
113,4660,183,32,420
97,4140,175,36,470
121,5590,182,54,702
174,7583,179,51,530
88,3500,176,5,70
161,6910,172,89,1160
204,8700,186,65,840
128,5315,184,55,710
65,2600,140,11,140
93,3960,170,38,490
67,3100,170,38,490
107,4450,181,71,920
92,4000,175,60,780
95,4195,179,40,520
201,8400,175,48,620
81,3480,167,72,530
138,5980,184,63,820
80,3370,168,41,540
193,8340,185,73,950
86,3940,184,50,650
236,10693,172,115,1500
35,1710,175,34,440
208,9170,175,144,1879
114,5300,186,56,770
176,7868,183,43,560
134,5610,181,58,750
118,5060,181,69,900
113,4620,171,24,310
95,4241,175,29,380
101,4317,169,36,470
75,3200,183,12,160
134,5820,182,58,790
65,2760,163,69,900
225,9242,188,115,1500
102,4730,182,110,1430
78,3510,162,60,780
78,3333,171,23,300
78,3508,170,38,490
78,3270,152,47,610
140,5900,180,72,930
58,2690,189,17,220
63,3280,172,41,530
135,5346,165,45,590
134,6020,175,41,530
115,4850,180,48,620
110,4870,178,19,250
115,5392,179,73,950
144,5810,173,97,1261
157,6631,179,69,490
124,5700,171,46,600
137,6010,178,42,550
111,4512,178,49,640
112,4511,156,52,680
100,4380,176,38,490
114,4820,177,24,310
224,9541,181,119,1550
105,4200,159,18,230
105,4723,162,27,350
117,5430,171,47,610
162,7197,174,77,1000
46,2050,132,20,260
95,4100,177,78,1010
78,3796,177,74,960
53,2730,174,38,490
73,3500,166,44,572
111,4420,111,13,170
93,3970,143,35,460
48,2390,173,24,320
41,1950,159,19,247
38,1860,185,12,150
156,7040,179,104,1350
55,2600,180,18,230
58,2590,166,26,340
50,2354,163,20,260
256,10800,168,38,490
109,4394,145,29,250
85,3360,152,31,400
42,1850,173,21,270
32,1810,153,18,234
37,1819,172,48,160
33,1530,149,12,160
35,1640,174,16,210
263,11324,172,93,1210
182,7804,175,101,1310
39,1810,167,20,260
77,3278,144,45,600
95,4260,181,33,430
107,4460,119,28,360
118,5270,179,56,730
42,1940,159,1,10
126,5150,146,15,190
161,7111,181,58,750
187,8380,185,40,520
284,12180,181,125,1630
180,7632,176,38,490
95,3900,171,26,340
74,3392,181,39,510
132,5873,170,53,690
111,4939,179,56,730
30,1310,36,5,70
132,5850,177,34,430
128,4600,97,38,490
128,5140,143,34,440
75,3618,181,28,409
156,6793,177,62,810
148,6300,171,111,1440
32,1530,149,15,200
148,6040,183,115,1500
118,5240,177,56,730
149,6230,176,40,520
147,6363,179,57,750
97,3980,125,64,830
133,5923,183,38,490
73,3310,177,46,598
143,5900,170,83,650
138,5591,169,39,510
134,6060,182,101,830
55,2589,165,31,403
202,8770,180,83,1080
174,7408,174,47,610
113,5030,176,22,280
79,3340,117,20,260
120,5250,186,29,370
167,7333,182,74,960
111,4450,188,85,1110
182,8045,175,129,1680
221,9832,180,77,1000
211,9147,173,68,880
81,3610,181,26,340
190,8650,183,52,680
72,3140,177,29,380
114,4790,177,32,420
56,2590,182,38,490
107,4670,179,42,550
87,3910,180,86,1120
111,5174,184,53,690
111,4481,179,39,510
147,6120,184,39,510
144,5610,164,17,220
40,1740,143,7,90
143,6000,168,52,680
73,3510,171,39,530
237,10086,179,96,1250
97,4140,165,39,510
129,5790,172,22,290
125,5380,178,91,1190
88,3750,167,16,210
120,5210,185,41,430
166,7100,188,98,1270
117,4930,162,47,610
118,5260,169,41,570
136,5810,176,48,620
75,3091,140,22,280
69,2910,173,5,60
85,3791,184,38,490
65,2900,174,20,260
128,5700,176,85,1120
160,7080,180,68,880
120,5490,181,38,490
123,5300,180,34,440
75,3270,179,104,1350
85,3550,183,32,410
129,5370,178,31,400
135,5923,180,50,650
103,4100,172,35,450
76,3340,177,16,210
213,9100,176,84,1090
126,5580,179,81,1050
113,4706,177,127,1180
118,5200,173,80,1040
131,6023,173,55,720
62,2850,178,41,530
90,3900,162,34,440
67,2970,176,22,290
52,2450,171,26,340
159,6710,175,35,460
77,3280,133,24,320
144,6150,177,78,1009
73,3451,175,15,200
74,3560,177,7,90
53,2510,177,9,120
50,2440,177,31,400
51,2400,179,14,180
165,7230,183,38,490
181,7718,171,27,350
133,5315,174,53,690
113,4900,187,13,170
111,5180,185,36,470
108,4816,165,69,440
150,6350,188,54,700
131,5601,179,50,650
254,10740,182,114,1440
161,6550,181,130,1690
149,6210,187,38,490
157,6512,174,105,1370
132,5760,177,73,950
126,5230,153,55,720
251,10943,172,95,1240
77,3530,178,93,1210
70,3143,176,73,950
139,6150,189,101,1310
117,4790,168,58,760
80,3420,181,43,560
29,1570,154,20,260
85,3528,168,27,360
195,8599,174,46,600
81,3710,179,55,720
79,3400,174,49,640
99,4180,169,86,1120
35,1750,155,38,490
22,1188,160,63,820
43,2000,176,42,550
104,4480,159,51,660
94,4060,160,64,830
89,4099,174,52,680
110,4810,172,22,280
142,6250,182,38,490
87,3600,180,26,340
215,9541,172,93,1210
118,5360,175,76,990
102,4090,179,38,490
158,7130,180,111,1443
84,3580,167,39,510
86,3530,172,53,690
233,10090,184,124,1612
262,11904,182,74,970
85,3380,171,40,520
216,9200,183,69,900
84,3700,169,33,430
86,3550,171,38,490
115,4770,167,54,710
177,8021,185,113,1460
105,4790,177,40,520
56,2500,182,33,430
90,3800,176,58,750
148,6616,180,80,1040
216,9700,184,127,1650
86,3480,114,38,490
204,8980,180,148,1280
70,2930,171,21,270
210,9500,182,164,1340
104,4340,164,33,430
130,5600,177,61,790
129,5880,179,38,490
106,4440,165,81,1049
107,4770,180,30,390
126,5120,170,70,910
126,5501,169,23,300
106,4800,178,43,560
97,4110,175,71,470
68,3130,172,38,490
88,3750,177,53,690
82,3830,180,75,980
83,3774,159,31,400
160,6530,179,135,1750
85,3590,180,38,490
121,5350,175,104,890
214,9410,184,38,490
54,2400,138,9,120
65,2800,178,37,490
108,4800,173,99,800
91,4160,176,37,490
76,2830,89,38,490
71,3380,153,36,470
137,5930,180,87,1130
73,3010,172,25,320
105,4340,149,24,310
191,8400,183,73,950
199,9000,169,121,1570
72,3050,185,31,400
65,2910,164,15,200
129,5551,170,53,670
117,4850,162,40,520
122,5470,170,37,480
118,5240,174,23,300
202,9230,187,88,1140
156,6340,186,63,820
189,7990,188,71,920
81,3700,182,24,310
145,6400,180,109,1420
144,6222,171,38,490
81,3610,177,86,1120
118,5200,181,95,1235
133,5927,179,72,940
109,4880,178,131,1310
73,3680,172,21,270
196,8770,165,73,950
122,5150,188,77,1000
138,6209,185,38,18
143,6395,177,77,1000
116,5230,169,32,420
132,5890,179,40,520
110,4580,145,30,330
122,5290,157,12,160
95,4230,173,30,390
135,6030,170,76,990
112,4740,166,51,660
186,7750,175,68,890
78,3220,160,38,490
143,6360,178,102,1330
206,9030,175,95,1610
65,2700,176,18,230
183,8132,177,64,830
47,1878,173,38,490
33,1836,172,3,40
116,5040,174,16,210
70,3220,175,8,100
65,2900,182,19,250
129,5260,173,47,610
153,6400,176,71,920
53,2412,156,20,260
118,5280,182,23,299
68,2900,157,10,130
65,2900,175,27,350
56,2570,169,48,630
76,3010,138,12,490
93,4400,176,36,470
52,2370,157,22,290
57,2500,146,42,546
96,4060,157,66,860
110,4490,134,24,310
46,2190,174,38,494
93,4160,174,53,820
124,5315,157,55,490
61,2530,154,49,490
92,3980,167,39,510
40,2200,150,12,156
38,1850,136,15,190
104,4621,172,38,490
39,1790,150,10,130
92,4360,181,39,510
113,4752,166,18,230
63,2870,156,26,340
60,2790,161,28,360
96,4550,168,49,640
106,4635,177,38,490
74,3260,176,25,320
133,5759,169,51,660
38,1800,164,14,180
67,3260,181,123,1600
45,2700,174,35,460
115,5210,169,44,570
69,2860,159,38,490
121,5470,187,70,590
99,4054,183,38,490
88,3428,146,37,480
122,4770,158,62,810
111,4730,179,70,910
77,3600,148,28,360
59,2410,182,68,880
109,4820,167,38,68
136,6022,188,30,390
153,6600,175,78,1014
142,6481,181,52,680
84,3700,179,68,880
232,10150,180,87,1130
116,5150,176,53,690
47,2413,179,29,380
33,1650,159,10,130
139,5968,183,24,310
155,6766,186,80,1040
38,1940,164,14,180
106,4880,178,22,290
103,4767,170,24,310
102,4100,175,29,380
128,5400,179,42,540
155,6960,168,75,980
106,4470,174,38,490
170,7300,183,41,530
114,4910,182,17,220
100,4200,168,29,397
144,6330,180,36,514
123,5040,174,27,350
100,4140,166,30,381
179,7090,174,86,1120
94,4030,174,35,547
113,5034,183,20,260
73,3370,172,57,741
88,4010,180,101,1310
106,4331,159,38,490
49,2270,130,6,80
114,5029,172,54,700
172,7530,171,39,500
70,3210,167,51,663
64,2750,153,21,270
60,2560,132,23,250
91,3870,154,14,180
143,6412,179,86,1120
133,5810,182,102,1330
89,3690,157,28,360
237,10303,170,87,1130
65,2740,180,38,490
102,4430,183,17,230
66,3156,171,56,730
156,7001,179,84,1100
133,6150,185,113,1470
160,6794,181,89,1160
128,5338,171,42,540
148,6400,169,27,350
81,3540,179,56,730
126,5670,187,60,780
84,3400,179,15,200
146,6526,182,76,990
61,2890,179,12,160
114,4850,163,47,710
100,4020,176,14,180
132,5741,181,55,720
140,5710,187,44,570
110,4370,159,47,158
83,3410,166,22,280
135,6100,175,29,370
69,3070,180,38,490
132,6109,182,121,1569
57,2750,178,45,580
273,11938,173,80,1040
48,2260,171,38,490
75,3500,177,67,860
133,6000,171,42,550
49,2320,144,13,170
108,4870,165,16,210
74,3560,180,7,90
172,7338,160,73,950
72,3070,159,71,930
73,3220,161,48,620
101,4281,185,38,490
149,6376,186,38,490
56,2420,178,20,260
86,3591,164,64,840
75,3300,153,38,490
50,2390,182,30,390
51,2370,179,38,490
56,2480,169,15,200
137,6140,184,62,800
97,4300,176,39,510
249,10558,168,107,1390
98,4650,181,99,1280
161,7012,183,135,1750
48,2110,179,38,490
35,1660,174,58,754
37,1723,164,27,490
147,6326,184,74,960
90,3920,176,66,860
94,4000,181,58,760
136,6050,172,82,1070
121,5074,153,22,290
90,3960,173,43,560
88,4030,181,34,439
86,3610,161,36,470
97,3880,182,61,220
240,10150,157,99,1290
132,5850,183,101,1310
152,6902,177,58,750
116,4730,170,38,490
87,4150,183,13,170
82,3315,158,16,210
155,6540,178,47,610
75,3588,184,41,530
137,6400,182,112,1460
120,5060,174,38,40
138,5657,181,64,830
106,4395,180,29,380
84,3300,174,73,950
59,2460,141,13,170
160,7278,183,77,1000
56,2603,152,7,100
39,1750,137,15,190
224,9870,185,129,1677
148,6100,182,140,1820
126,5680,176,118,1530
37,1640,156,19,250
142,5780,148,38,24
192,8494,179,120,1560
126,5650,174,68,884
103,4700,171,49,640
95,4160,170,25,360
84,3614,179,15,200
59,2620,164,19,250
66,3090,181,31,400
125,5280,185,40,520
87,3516,163,39,510
185,8644,187,117,1520
154,6920,172,68,890
37,1920,160,19,250
65,2550,143,7,90
241,10490,178,88,1140
98,4168,171,38,490
132,5379,179,59,770
124,5010,170,37,480
134,5573,176,32,420
95,4230,173,28,360
120,4944,188,33,430
148,6650,184,52,680
141,6030,182,64,830
116,5400,183,50,650
101,4690,174,30,390
68,3000,182,40,550
